r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,Q
0.079,0.112,0.074,0.077,0.056,0.019,0.054,0.019,0.014,0.083,0.046,0.085,0.099,0.057,0.126,0,0,0,0,0,546.6205442
0.026,0.07,0.118,0.032,0.049,0.056,0.078,0.112,0.061,0.119,0.03,0.126,0.035,0.065,0.023,0,0,0,0,0,1101.169955
0.076,0.044,0.089,0.054,0.038,0.009,0.065,0.061,0.092,0.083,0.023,0.102,0.068,0.114,0.082,0,0,0,0,0,560.334555
0.033,0.03,0.056,0.023,0.061,0.114,0.015,0.128,0.029,0.098,0.076,0.076,0.112,0.021,0.128,0,0,0,0,0,948.7796342
0.077,0.082,0.083,0.069,0.049,0.031,0.084,0.012,0.096,0.065,0.069,0.078,0.07,0.033,0.102,0,0,0,0,0,555.4732834
0.039,0.05,0.09,0.073,0.083,0.045,0.052,0.066,0.055,0.107,0.093,0.031,0.075,0.093,0.048,0,0,0,0,0,853.0525315
0.053,0.047,0.045,0.06,0.042,0.017,0.104,0.066,0.072,0.027,0.116,0.113,0.047,0.115,0.076,0,0,0,0,0,703.5268124
0.055,0.115,0.022,0.093,0.015,0.139,0.137,0.059,0.039,0.084,0.014,0.091,0.042,0.025,0.07,0,0,0,0,0,686.4061771
0.093,0.03,0.094,0.118,0.117,0.034,0.025,0.059,0.098,0.093,0.028,0.051,0.047,0.091,0.022,0,0,0,0,0,493.0038254
0.028,0.053,0.008,0.109,0.113,0.042,0.075,0.061,0.14,0.109,0.029,0.041,0.076,0.087,0.029,0,0,0,0,0,1051.358636
0.115,0.068,0.021,0.046,0.014,0.078,0.018,0.06,0.1,0.082,0.098,0.111,0.02,0.118,0.051,0,0,0,0,0,431.4777545
0.077,0.01,0.083,0.122,0.09,0.044,0.005,0.023,0.11,0.03,0.048,0.097,0.063,0.117,0.081,0,0,0,0,0,555.6438318
0.012,0.079,0.095,0.102,0.073,0.098,0.051,0.06,0.116,0.087,0.009,0.087,0.059,0.013,0.059,0,0,0,0,0,1790.089879
0.064,0.08,0.064,0.094,0.079,0.081,0.015,0.044,0.107,0.041,0.099,0.02,0.082,0.077,0.053,0,0,0,0,0,624.0522043
0.07,0.064,0.092,0.052,0.079,0.066,0.099,0.06,0.076,0.063,0.013,0.086,0.082,0.061,0.037,0,0,0,0,0,589.7471974
0.029,0.085,0.09,0.014,0.187,0.006,0.026,0.024,0.008,0.019,0.107,0.103,0.142,0.113,0.047,0,0,0,0,0,1028.71911
0.088,0.052,0.085,0.107,0.114,0.008,0.079,0.047,0.027,0.109,0.04,0.102,0.021,0.063,0.058,0,0,0,0,0,510.5001043
0.08,0.014,0.109,0.035,0.053,0.2,0.034,0.125,0.054,0.042,0.017,0.074,0.008,0.018,0.137,0,0,0,0,0,542.1638646
0.061,0.039,0.085,0.051,0.044,0.088,0.049,0.08,0.066,0.046,0.092,0.051,0.098,0.065,0.085,0,0,0,0,0,643.5552925
0.124,0.022,0.059,0.038,0.025,0.098,0.072,0.022,0.077,0.034,0.098,0.084,0.097,0.097,0.053,0,0,0,0,0,411.4361987
0.087,0.062,0.104,0.004,0.102,0.065,0.02,0.084,0.102,0.054,0.08,0.006,0.103,0.016,0.111,0,0,0,0,0,514.3059941
0.083,0.067,0.026,0.087,0.068,0.1,0.059,0.047,0.029,0.032,0.072,0.085,0.103,0.11,0.032,0,0,0,0,0,529.8895644
0.012,0.124,0.106,0.117,0.085,0.02,0.04,0.025,0.123,0.108,0.089,0.026,0.038,0.066,0.021,0,0,0,0,0,1788.947567
0.093,0.082,0.05,0.058,0.092,0.021,0.101,0.063,0.091,0.077,0.075,0.069,0.045,0.048,0.035,0,0,0,0,0,493.0446712
0.03,0.11,0.035,0.007,0.118,0.088,0.1,0.01,0.043,0.126,0.095,0.015,0.135,0.076,0.012,0,0,0,0,0,1006.427093
0.112,0.038,0.104,0.114,0.111,0.014,0.031,0.094,0.044,0.048,0.091,0.089,0.064,0.02,0.026,0,0,0,0,0,438.4328227
0.069,0.071,0.027,0.11,0.088,0.076,0.043,0.089,0.114,0.106,0.007,0.059,0.014,0.034,0.093,0,0,0,0,0,595.0884327
0.07,0.024,0.056,0.111,0.07,0.051,0.015,0.094,0.044,0.1,0.023,0.081,0.093,0.098,0.07,0,0,0,0,0,590.0929207
0.134,0.093,0.057,0.023,0.033,0.004,0.066,0.011,0.053,0.048,0.098,0.115,0.105,0.083,0.077,0,0,0,0,0,391.7656048
0.061,0.018,0.122,0.041,0.048,0.068,0.055,0.12,0.098,0.011,0.11,0.091,0.092,0.011,0.054,0,0,0,0,0,643.402982
0.073,0.088,0.052,0.105,0.028,0.079,0.119,0.048,0.084,0.014,0.046,0.082,0.016,0.059,0.107,0,0,0,0,0,574.3508272
0.095,0.097,0.022,0.051,0.03,0.024,0.018,0.079,0.099,0.099,0.093,0.091,0.086,0.083,0.033,0,0,0,0,0,486.7209909
0.122,0.055,0.114,0.116,0.086,0.021,0.049,0.047,0.009,0.064,0.106,0.029,0.101,0.068,0.013,0,0,0,0,0,415.4131214
0.075,0.033,0.081,0.108,0.041,0.107,0.046,0.108,0.117,0.077,0.026,0.012,0.076,0.058,0.035,0,0,0,0,0,564.6139434
0.123,0.009,0.05,0.122,0.034,0.051,0.119,0.026,0.073,0.046,0.036,0.102,0.008,0.135,0.066,0,0,0,0,0,413.4648665
0.116,0.099,0.09,0.113,0.056,0.061,0.072,0.033,0.056,0.068,0.059,0.048,0.045,0.014,0.07,0,0,0,0,0,428.7614836
0.065,0.061,0.093,0.078,0.009,0.1,0.075,0.107,0.026,0.083,0.019,0.04,0.104,0.075,0.065,0,0,0,0,0,618.0573596
0.012,0.111,0.116,0.017,0.006,0.033,0.015,0.094,0.142,0.083,0.005,0.121,0.06,0.134,0.051,0,0,0,0,0,1794.88267
0.094,0.077,0.104,0.099,0.101,0.087,0.027,0.067,0.035,0.1,0.022,0.01,0.033,0.084,0.06,0,0,0,0,0,489.5655234
0.1,0.103,0.103,0.01,0.052,0.095,0.029,0.079,0.02,0.051,0.023,0.112,0.099,0.042,0.082,0,0,0,0,0,471.0357243
0.078,0.041,0.067,0.112,0.028,0.024,0.037,0.05,0.112,0.125,0.007,0.123,0.017,0.028,0.151,0,0,0,0,0,551.1289445
0.031,0.012,0.136,0.135,0.134,0.019,0.099,0.029,0.01,0.027,0.065,0.146,0.101,0.008,0.048,0,0,0,0,0,985.2779685
0.066,0.068,0.119,0.059,0.141,0.007,0.013,0.025,0.025,0.151,0.144,0.04,0.039,0.083,0.02,0,0,0,0,0,612.0153207
0.112,0.04,0.112,0.007,0.069,0.119,0.087,0.012,0.109,0.084,0.021,0.009,0.069,0.115,0.035,0,0,0,0,0,438.5349982
0.089,0.097,0.056,0.018,0.027,0.011,0.069,0.055,0.016,0.065,0.092,0.128,0.129,0.11,0.038,0,0,0,0,0,507.2649171
0.023,0.131,0.019,0.092,0.049,0.069,0.012,0.105,0.008,0.087,0.047,0.106,0.1,0.108,0.044,0,0,0,0,0,1190.378435
0.068,0.006,0.108,0.093,0.039,0.128,0.04,0.009,0.126,0.032,0.062,0.039,0.093,0.106,0.051,0,0,0,0,0,600.8430346
0.009,0.117,0.05,0.033,0.07,0.087,0.078,0.127,0.107,0.105,0.088,0.032,0.018,0.061,0.018,0,0,0,0,0,2145.566824
0.041,0.024,0.1,0.046,0.113,0.136,0.063,0.031,0.02,0.113,0.022,0.05,0.067,0.063,0.111,0,0,0,0,0,826.5204439
0.069,0.103,0.068,0.042,0.056,0.031,0.084,0.07,0.043,0.083,0.107,0.01,0.069,0.104,0.061,0,0,0,0,0,595.2684576
0.013,0.065,0.044,0.101,0.075,0.014,0.06,0.018,0.056,0.113,0.11,0.107,0.046,0.1,0.078,0,0,0,0,0,1707.57917
0.007,0.099,0.084,0.05,0.079,0.064,0.087,0.115,0.098,0.049,0.009,0.112,0.031,0.019,0.097,0,0,0,0,0,2512.188144
0.096,0.1,0.05,0.04,0.092,0.063,0.096,0.082,0.049,0.104,0.074,0.047,0.087,0.01,0.01,0,0,0,0,0,483.1826616
0.02,0.039,0.096,0.086,0.029,0.1,0.102,0.037,0.048,0.075,0.026,0.033,0.088,0.106,0.115,0,0,0,0,0,1300.451444
0.057,0.067,0.075,0.102,0.118,0.017,0.105,0.076,0.044,0.085,0.009,0.031,0.129,0.068,0.017,0,0,0,0,0,671.1655734
0.054,0.037,0.094,0.11,0.016,0.045,0.032,0.016,0.12,0.104,0.12,0.048,0.083,0.057,0.064,0,0,0,0,0,694.9367832
0.078,0.091,0.085,0.074,0.108,0.067,0.026,0.054,0.091,0.024,0.123,0.097,0.067,0.005,0.01,0,0,0,0,0,550.6924327
0.052,0.048,0.105,0.033,0.058,0.097,0.096,0.015,0.047,0.084,0.066,0.097,0.104,0.091,0.007,0,0,0,0,0,711.5404387
0.05,0.059,0.063,0.023,0.075,0.072,0.068,0.092,0.031,0.112,0.047,0.095,0.071,0.021,0.121,0,0,0,0,0,729.5505455
0.101,0.047,0.098,0.11,0.066,0.086,0.087,0.111,0.033,0.014,0.047,0.048,0.093,0.04,0.019,0,0,0,0,0,467.9166264
0.011,0.05,0.137,0.069,0.07,0.155,0.046,0.097,0.05,0.044,0.006,0.106,0.01,0.074,0.075,0,0,0,0,0,1891.251767
0.102,0.059,0.007,0.08,0.067,0.106,0.043,0.009,0.046,0.026,0.117,0.082,0.083,0.116,0.057,0,0,0,0,0,465.3783606
0.042,0.066,0.09,0.112,0.059,0.071,0.01,0.037,0.14,0.129,0.051,0.023,0.012,0.014,0.144,0,0,0,0,0,813.7482498
0.02,0.106,0.099,0.08,0.058,0.095,0.095,0.01,0.056,0.088,0.099,0.016,0.008,0.153,0.017,0,0,0,0,0,1298.290147
0.056,0.111,0.024,0.097,0.124,0.019,0.121,0.088,0.043,0.134,0.008,0.073,0.032,0.057,0.013,0,0,0,0,0,678.5251167
0.075,0.085,0.091,0.045,0.092,0.079,0.055,0.082,0.082,0.048,0.09,0.037,0.053,0.053,0.033,0,0,0,0,0,564.5339483
0.036,0.112,0.112,0.095,0.099,0.047,0.052,0.064,0.022,0.094,0.087,0.022,0.107,0.024,0.027,0,0,0,0,0,896.1057129
0.035,0.06,0.095,0.086,0.046,0.12,0.018,0.013,0.029,0.041,0.073,0.126,0.013,0.128,0.117,0,0,0,0,0,913.5848851
0.066,0.057,0.088,0.096,0.057,0.071,0.043,0.028,0.06,0.068,0.103,0.084,0.018,0.088,0.073,0,0,0,0,0,612.1563024
0.082,0.012,0.14,0.068,0.017,0.092,0.035,0.098,0.037,0.132,0.047,0.074,0.065,0.054,0.047,0,0,0,0,0,533.8653464
0.087,0.036,0.046,0.136,0.056,0.094,0.036,0.028,0.112,0.016,0.035,0.127,0.053,0.114,0.024,0,0,0,0,0,514.3342146
0.009,0.059,0.141,0.021,0.078,0.127,0.005,0.016,0.134,0.152,0.008,0.007,0.16,0.06,0.023,0,0,0,0,0,2147.820743
0.05,0.083,0.004,0.078,0.054,0.087,0.102,0.106,0.097,0.018,0.065,0.076,0.053,0.044,0.083,0,0,0,0,0,729.3130144
0.081,0.049,0.07,0.056,0.019,0.063,0.082,0.082,0.058,0.062,0.107,0.083,0.102,0.028,0.058,0,0,0,0,0,538.1344058
0.09,0.076,0.028,0.036,0.111,0.107,0.015,0.049,0.014,0.093,0.101,0.03,0.066,0.081,0.103,0,0,0,0,0,503.529667
0.04,0.067,0.008,0.088,0.07,0.134,0.082,0.118,0.02,0.012,0.113,0.05,0.03,0.033,0.135,0,0,0,0,0,839.5092755
0.019,0.135,0.038,0.099,0.097,0.051,0.114,0.047,0.085,0.025,0.01,0.13,0.037,0.084,0.029,0,0,0,0,0,1340.714904
0.042,0.024,0.113,0.073,0.016,0.095,0.061,0.026,0.082,0.117,0.092,0.041,0.054,0.071,0.093,0,0,0,0,0,814.315675
0.09,0.005,0.043,0.113,0.111,0.071,0.039,0.025,0.103,0.099,0.087,0.035,0.011,0.108,0.06,0,0,0,0,0,503.4924266
0.08,0.082,0.02,0.03,0.076,0.062,0.083,0.064,0.05,0.006,0.081,0.132,0.051,0.041,0.142,0,0,0,0,0,542.4618364
0.089,0.025,0.123,0.046,0.066,0.058,0.087,0.008,0.023,0.126,0.112,0.035,0.128,0.051,0.023,0,0,0,0,0,507.0213861
0.093,0.124,0.034,0.071,0.017,0.058,0.09,0.05,0.08,0.07,0.052,0.089,0.083,0.083,0.006,0,0,0,0,0,493.0759108
0.069,0.061,0.063,0.068,0.11,0.048,0.028,0.065,0.08,0.052,0.05,0.071,0.072,0.064,0.099,0,0,0,0,0,595.3102647
0.031,0.044,0.095,0.12,0.028,0.05,0.032,0.1,0.009,0.11,0.091,0.024,0.057,0.098,0.111,0,0,0,0,0,986.2205042
0.021,0.044,0.128,0.097,0.066,0.079,0.018,0.103,0.059,0.107,0.035,0.108,0.036,0.022,0.077,0,0,0,0,0,1259.470516
0.028,0.057,0.006,0.129,0.025,0.093,0.071,0.093,0.105,0.028,0.123,0.016,0.134,0.062,0.03,0,0,0,0,0,1051.62071
0.051,0.021,0.113,0.089,0.023,0.049,0.161,0.11,0.047,0.016,0.056,0.091,0.029,0.014,0.13,0,0,0,0,0,720.1720411
0.101,0.077,0.033,0.055,0.04,0.109,0.109,0.082,0.033,0.109,0.028,0.084,0.064,0.016,0.06,0,0,0,0,0,468.0673295
0.087,0.114,0.109,0.026,0.044,0.066,0.065,0.074,0.015,0.065,0.04,0.075,0.101,0.038,0.081,0,0,0,0,0,514.2110933
0.111,0.031,0.021,0.027,0.025,0.035,0.075,0.063,0.101,0.116,0.102,0.078,0.033,0.119,0.063,0,0,0,0,0,441.3265339
0.173,0.018,0.098,0.068,0.109,0.008,0.017,0.009,0.007,0.053,0.099,0.043,0.13,0.04,0.128,0,0,0,0,0,333.31305
0.006,0.044,0.114,0.055,0.033,0.105,0.017,0.139,0.052,0.134,0.017,0.077,0.065,0.069,0.073,0,0,0,0,0,2773.083075
0.085,0.044,0.133,0.086,0.133,0.092,0.016,0.131,0.137,0.022,0.009,0.023,0.016,0.046,0.027,0,0,0,0,0,521.4862489
0.06,0.061,0.098,0.021,0.024,0.14,0.14,0.024,0.014,0.122,0.11,0.114,0.005,0.027,0.04,0,0,0,0,0,649.9394966
0.113,0.004,0.116,0.109,0.011,0.079,0.118,0.063,0.007,0.033,0.075,0.055,0.086,0.107,0.024,0,0,0,0,0,436.1071634
0.028,0.08,0.08,0.089,0.1,0.067,0.084,0.092,0.012,0.041,0.097,0.01,0.025,0.094,0.101,0,0,0,0,0,1050.62706
0.055,0.047,0.102,0.083,0.095,0.063,0.02,0.077,0.071,0.087,0.031,0.041,0.101,0.102,0.025,0,0,0,0,0,686.6465322
0.034,0.009,0.061,0.031,0.106,0.111,0.055,0.11,0.1,0.006,0.068,0.094,0.056,0.106,0.053,0,0,0,0,0,930.6815605
0.042,0.13,0.045,0.111,0.085,0.006,0.025,0.1,0.014,0.104,0.014,0.035,0.128,0.114,0.047,0,0,0,0,0,813.8731336
0.097,0.117,0.054,0.058,0.012,0.046,0.089,0.052,0.077,0.122,0.077,0.049,0.045,0.082,0.023,0,0,0,0,0,480.1435838
0.102,0.096,0.095,0.052,0.023,0.093,0.085,0.047,0.028,0.026,0.085,0.118,0.014,0.08,0.056,0,0,0,0,0,465.1367393
0.147,0.053,0.026,0.083,0.01,0.083,0.125,0.015,0.1,0.07,0.019,0.036,0.038,0.072,0.123,0,0,0,0,0,369.4224143
0.033,0.055,0.111,0.083,0.071,0.087,0.078,0.099,0.047,0.061,0.022,0.112,0.027,0.084,0.03,0,0,0,0,0,947.1485019
0.128,0.029,0.094,0.094,0.151,0.007,0.018,0.034,0.069,0.019,0.094,0.103,0.089,0.025,0.046,0,0,0,0,0,403.07514
0.054,0.092,0.062,0.095,0.067,0.102,0.014,0.049,0.094,0.053,0.078,0.079,0.06,0.053,0.048,0,0,0,0,0,694.5042686
0.088,0.057,0.06,0.087,0.086,0.04,0.082,0.086,0.099,0.032,0.03,0.043,0.08,0.089,0.041,0,0,0,0,0,510.5609705
0.088,0.034,0.104,0.084,0.095,0.077,0.025,0.086,0.075,0.039,0.022,0.047,0.087,0.049,0.088,0,0,0,0,0,510.5406802
0.024,0.029,0.119,0.033,0.025,0.059,0.147,0.116,0.035,0.017,0.115,0.052,0.03,0.098,0.101,0,0,0,0,0,1159.209915
0.117,0.045,0.021,0.015,0.118,0.118,0.012,0.03,0.096,0.017,0.032,0.094,0.138,0.092,0.055,0,0,0,0,0,426.7915796
0.065,0.112,0.008,0.033,0.037,0.088,0.096,0.059,0.113,0.112,0.088,0.078,0.065,0.042,0.004,0,0,0,0,0,618.0709899
0.102,0.066,0.062,0.102,0.027,0.042,0.096,0.043,0.061,0.09,0.1,0.046,0.035,0.027,0.101,0,0,0,0,0,465.1916323
0.02,0.01,0.089,0.036,0.131,0.039,0.123,0.039,0.11,0.131,0.006,0.113,0.048,0.1,0.005,0,0,0,0,0,1300.195546
0.12,0.051,0.035,0.114,0.026,0.117,0.032,0.025,0.052,0.061,0.122,0.125,0.005,0.104,0.011,0,0,0,0,0,419.8951036
0.01,0.046,0.021,0.027,0.123,0.112,0.01,0.034,0.013,0.121,0.058,0.012,0.145,0.115,0.153,0,0,0,0,0,2018.806122
0.095,0.066,0.056,0.074,0.068,0.004,0.075,0.1,0.084,0.079,0.008,0.069,0.078,0.107,0.037,0,0,0,0,0,486.5890978
0.058,0.045,0.042,0.01,0.11,0.112,0.051,0.11,0.115,0.036,0.065,0.094,0.051,0.065,0.036,0,0,0,0,0,664.2318718
0.052,0.124,0.024,0.005,0.131,0.022,0.126,0.087,0.023,0.049,0.115,0.043,0.091,0.053,0.055,0,0,0,0,0,711.4092207
0.079,0.077,0.071,0.059,0.097,0.073,0.018,0.059,0.103,0.091,0.056,0.013,0.101,0.006,0.097,0,0,0,0,0,546.4683591
0.021,0.023,0.155,0.12,0.096,0.041,0.123,0.02,0.082,0.03,0.012,0.042,0.076,0.101,0.058,0,0,0,0,0,1259.206665
0.111,0.035,0.056,0.107,0.066,0.022,0.009,0.082,0.124,0.102,0.071,0.01,0.084,0.032,0.089,0,0,0,0,0,441.0898109
0.032,0.095,0.031,0.047,0.088,0.005,0.073,0.078,0.047,0.05,0.12,0.109,0.111,0.023,0.091,0,0,0,0,0,966.9354522
0.027,0.021,0.11,0.097,0.052,0.07,0.094,0.116,0.033,0.046,0.01,0.107,0.059,0.024,0.134,0,0,0,0,0,1075.646746
0.02,0.076,0.011,0.044,0.026,0.139,0.029,0.021,0.08,0.113,0.119,0.029,0.118,0.107,0.068,0,0,0,0,0,1301.924814
0.07,0.059,0.01,0.056,0.022,0.138,0.037,0.036,0.079,0.047,0.029,0.057,0.028,0.195,0.137,0,0,0,0,0,590.3722892
0.072,0.138,0.033,0.091,0.079,0.043,0.016,0.052,0.137,0.11,0.027,0.062,0.074,0.034,0.032,0,0,0,0,0,579.2397869
0.022,0.021,0.03,0.127,0.042,0.019,0.14,0.06,0.148,0.043,0.104,0.042,0.104,0.07,0.028,0,0,0,0,0,1224.83108
0.09,0.049,0.058,0.075,0.063,0.033,0.102,0.053,0.027,0.119,0.066,0.004,0.116,0.107,0.038,0,0,0,0,0,503.5147702
0.007,0.013,0.103,0.085,0.124,0.138,0.068,0.081,0.032,0.017,0.014,0.052,0.093,0.092,0.081,0,0,0,0,0,2515.34162
0.087,0.095,0.026,0.013,0.044,0.051,0.1,0.051,0.086,0.063,0.113,0.071,0.115,0.057,0.028,0,0,0,0,0,514.4496944
0.059,0.04,0.088,0.034,0.017,0.125,0.013,0.142,0.044,0.093,0.059,0.125,0.023,0.063,0.075,0,0,0,0,0,657.1997492
0.034,0.058,0.053,0.105,0.028,0.115,0.069,0.056,0.114,0.011,0.111,0.043,0.084,0.115,0.004,0,0,0,0,0,930.0743747
0.013,0.017,0.018,0.12,0.088,0.039,0.044,0.107,0.01,0.064,0.134,0.025,0.084,0.124,0.113,0,0,0,0,0,1709.502812
0.038,0.098,0.029,0.097,0.058,0.147,0.02,0.038,0.011,0.144,0.06,0.03,0.048,0.098,0.084,0,0,0,0,0,866.9825836
0.046,0.083,0.016,0.118,0.005,0.162,0.093,0.028,0.019,0.019,0.076,0.043,0.13,0.147,0.015,0,0,0,0,0,768.7849464
0.06,0.106,0.061,0.092,0.049,0.049,0.088,0.129,0.104,0.013,0.044,0.011,0.056,0.024,0.114,0,0,0,0,0,649.7775298
0.114,0.113,0.098,0.029,0.038,0.095,0.034,0.087,0.052,0.038,0.111,0.052,0.014,0.092,0.033,0,0,0,0,0,433.5747847
0.014,0.075,0.004,0.106,0.035,0.046,0.097,0.067,0.059,0.104,0.105,0.051,0.074,0.039,0.124,0,0,0,0,0,1629.496765
0.067,0.082,0.021,0.134,0.098,0.096,0.096,0.134,0.051,0.014,0.018,0.092,0.013,0.025,0.059,0,0,0,0,0,605.9791808
0.053,0.009,0.005,0.104,0.147,0.02,0.084,0.091,0.107,0.021,0.064,0.012,0.127,0.082,0.074,0,0,0,0,0,703.3354229
0.023,0.136,0.028,0.012,0.029,0.095,0.093,0.029,0.088,0.013,0.099,0.053,0.118,0.045,0.139,0,0,0,0,0,1190.99368
0.086,0.095,0.05,0.067,0.122,0.028,0.035,0.083,0.027,0.04,0.074,0.048,0.079,0.056,0.11,0,0,0,0,0,518.0501778
0.008,0.036,0.117,0.024,0.086,0.023,0.128,0.125,0.077,0.042,0.047,0.089,0.015,0.066,0.117,0,0,0,0,0,2315.45385
0.02,0.047,0.038,0.017,0.076,0.13,0.127,0.017,0.079,0.022,0.135,0.024,0.109,0.121,0.038,0,0,0,0,0,1301.166359
0.009,0.058,0.034,0.1,0.118,0.088,0.021,0.063,0.072,0.083,0.142,0.075,0.014,0.016,0.107,0,0,0,0,0,2149.06379
0.037,0.099,0.038,0.017,0.12,0.022,0.037,0.111,0.112,0.044,0.075,0.11,0.038,0.076,0.064,0,0,0,0,0,881.9850845
0.064,0.075,0.047,0.015,0.079,0.048,0.102,0.117,0.079,0.064,0.083,0.035,0.063,0.025,0.104,0,0,0,0,0,624.2320933
0.045,0.036,0.103,0.038,0.071,0.065,0.115,0.023,0.108,0.111,0.027,0.119,0.1,0.011,0.028,0,0,0,0,0,779.3435842
0.04,0.057,0.106,0.099,0.005,0.066,0.125,0.073,0.098,0.076,0.088,0.008,0.119,0.006,0.034,0,0,0,0,0,839.0455426
0.12,0.097,0.078,0.02,0.071,0.029,0.048,0.077,0.094,0.045,0.012,0.114,0.055,0.11,0.03,0,0,0,0,0,419.8744937
0.139,0.09,0.02,0.004,0.084,0.017,0.01,0.022,0.094,0.012,0.018,0.132,0.127,0.099,0.132,0,0,0,0,0,382.880569
0.096,0.038,0.064,0.087,0.087,0.117,0.01,0.006,0.012,0.13,0.061,0.016,0.06,0.107,0.109,0,0,0,0,0,483.4296267
0.074,0.09,0.083,0.057,0.031,0.113,0.045,0.095,0.057,0.08,0.004,0.036,0.124,0.057,0.054,0,0,0,0,0,569.4534199
0.059,0.061,0.023,0.092,0.066,0.074,0.121,0.031,0.094,0.057,0.079,0.11,0.043,0.015,0.075,0,0,0,0,0,657.0049922
0.063,0.07,0.11,0.102,0.093,0.106,0.032,0.069,0.1,0.014,0.039,0.009,0.088,0.07,0.035,0,0,0,0,0,629.961073
0.049,0.095,0.066,0.098,0.112,0.03,0.105,0.109,0.073,0.031,0.033,0.023,0.105,0.049,0.022,0,0,0,0,0,738.0575893
0.06,0.045,0.128,0.08,0.121,0.084,0.086,0.109,0.037,0.04,0.082,0.011,0.044,0.008,0.065,0,0,0,0,0,649.5384084
0.041,0.041,0.024,0.035,0.107,0.04,0.056,0.082,0.078,0.115,0.049,0.025,0.119,0.105,0.083,0,0,0,0,0,827.3259882
0.033,0.094,0.041,0.028,0.024,0.066,0.091,0.108,0.08,0.099,0.066,0.095,0.077,0.053,0.045,0,0,0,0,0,948.0949275
0.075,0.063,0.05,0.033,0.01,0.033,0.081,0.027,0.014,0.067,0.11,0.123,0.072,0.115,0.127,0,0,0,0,0,565.3052142
0.025,0.125,0.013,0.134,0.022,0.03,0.088,0.097,0.048,0.058,0.01,0.11,0.093,0.111,0.036,0,0,0,0,0,1129.088903
0.015,0.09,0.033,0.017,0.068,0.076,0.073,0.05,0.13,0.015,0.021,0.138,0.099,0.057,0.118,0,0,0,0,0,1560.49949
0.125,0.074,0.127,0.034,0.127,0.072,0.03,0.058,0.045,0.058,0.098,0.013,0.12,0.008,0.011,0,0,0,0,0,409.0267289
0.034,0.081,0.115,0.063,0.111,0.07,0.08,0.004,0.082,0.084,0.01,0.089,0.031,0.056,0.09,0,0,0,0,0,929.4297087
0.071,0.012,0.038,0.026,0.081,0.054,0.054,0.05,0.01,0.084,0.119,0.058,0.113,0.117,0.113,0,0,0,0,0,585.270224
0.116,0.057,0.016,0.023,0.1,0.008,0.086,0.06,0.138,0.123,0.063,0.106,0.055,0.012,0.037,0,0,0,0,0,429.0247603
0.027,0.113,0.062,0.022,0.026,0.116,0.094,0.017,0.107,0.099,0.004,0.111,0.046,0.096,0.06,0,0,0,0,0,1075.678665
0.102,0.022,0.05,0.036,0.052,0.069,0.012,0.114,0.09,0.005,0.08,0.034,0.124,0.083,0.127,0,0,0,0,0,465.4970737
0.08,0.006,0.094,0.105,0.092,0.024,0.089,0.092,0.067,0.093,0.047,0.054,0.05,0.073,0.034,0,0,0,0,0,542.1861315
0.116,0.011,0.054,0.055,0.091,0.096,0.028,0.13,0.056,0.01,0.119,0.037,0.066,0.013,0.118,0,0,0,0,0,429.0170122
0.016,0.065,0.053,0.14,0.013,0.047,0.101,0.008,0.093,0.106,0.136,0.099,0.052,0.063,0.008,0,0,0,0,0,1496.090884
0.045,0.043,0.129,0.073,0.062,0.121,0.129,0.063,0.029,0.063,0.06,0.09,0.076,0.008,0.009,0,0,0,0,0,778.7305294
0.079,0.062,0.093,0.014,0.012,0.149,0.011,0.069,0.036,0.052,0.027,0.123,0.095,0.093,0.085,0,0,0,0,0,546.7699934
0.012,0.04,0.108,0.048,0.07,0.109,0.033,0.133,0.017,0.11,0.023,0.13,0.012,0.009,0.146,0,0,0,0,0,1793.508201
0.053,0.08,0.081,0.04,0.046,0.104,0.045,0.032,0.137,0.04,0.005,0.027,0.124,0.115,0.071,0,0,0,0,0,703.0984109
0.107,0.05,0.026,0.075,0.031,0.095,0.077,0.112,0.094,0.08,0.075,0.052,0.015,0.104,0.007,0,0,0,0,0,451.3823342
0.043,0.069,0.051,0.136,0.015,0.067,0.035,0.062,0.158,0.069,0.085,0.017,0.008,0.049,0.136,0,0,0,0,0,802.0142379
0.101,0.037,0.034,0.048,0.038,0.106,0.099,0.021,0.077,0.02,0.111,0.007,0.095,0.065,0.141,0,0,0,0,0,468.3135464
0.091,0.093,0.07,0.092,0.067,0.005,0.056,0.015,0.079,0.088,0.034,0.066,0.052,0.089,0.103,0,0,0,0,0,499.944699
0.083,0.014,0.04,0.103,0.125,0.004,0.079,0.116,0.043,0.035,0.09,0.066,0.077,0.053,0.072,0,0,0,0,0,529.8949381
0.091,0.121,0.031,0.116,0.012,0.118,0.079,0.045,0.053,0.004,0.109,0.026,0.112,0.026,0.057,0,0,0,0,0,499.7753361
0.089,0.074,0.063,0.105,0.098,0.05,0.044,0.07,0.086,0.085,0.056,0.004,0.091,0.029,0.056,0,0,0,0,0,506.8182043
0.102,0.07,0.033,0.01,0.054,0.117,0.055,0.049,0.07,0.097,0.037,0.081,0.047,0.083,0.095,0,0,0,0,0,465.347599
0.005,0.127,0.053,0.024,0.127,0.074,0.033,0.076,0.08,0.065,0.114,0.032,0.036,0.107,0.047,0,0,0,0,0,3076.341011
